stationid,COMID,q50,q50_weighted,slope
Brazil_76560000,64060583,424.4195,392.99659992086475,0.00019354727
Brazil_76800000,64058401,632.3929,627.2474321637835,0.000201757833366
Brazil_77500000,64063079,38.52142,40.13602193196615,0.0005199419449
Brazil_77585000,64063014,97.53938,94.28350379250266,0.000276945855
Brazil_81350000,64038355,142.38202,143.5418212890625,0.000904730785
Brazil_81380000,64036080,164.47302,164.2025320265028,0.000303499408
Brazil_81420000,64036054,171.12509,171.84825439453124,0.000267217572
Brazil_81530000,64036302,36.577023,32.796791076660156,0.000595455589
Brazil_81545000,64036297,37.25241,71.46455383300781,0.000278767528
Brazil_81679000,64036296,67.5768,71.16211128234863,7.1774832e-05
Brazil_81683000,64036051,264.65494,263.50419200550425,0.000218132934
Brazil_83300200,64049308,78.10173,77.68518431290336,0.000121403413
Brazil_83461000,64049137,122.99836,119.41216719777961,0.003950459405
Brazil_83500002,64049136,125.48782,121.54680099487305,0.002012420748
Brazil_83520000,64046904,136.51758,133.56274244520398,0.001318165228
Brazil_83800002,64046898,167.58116,161.8441364063936,0.011470406153417
Brazil_83870000,64046891,175.97095,170.21230433537409,0.0
Brazil_85400000,64060686,222.48537,223.8754573104405,0.000366636675
Brazil_85642000,64062808,430.3502,426.8765402401195,9.9766526e-05
Brazil_85900000,64060514,576.8665,574.1235519720584,8.566995e-06
Brazil_86298000,64056350,176.46176,177.67264938354492,0.001236929475
Brazil_86410000,64056234,55.15223,52.49626223246256,0.003311661109
Brazil_86440000,64056228,71.53846,69.11680450439454,0.004173893559
Brazil_86447000,64058584,73.280495,70.67999267578125,0.004354002297
Brazil_86460000,64058579,272.08923,264.22496032714844,0.001452056364
Brazil_86470000,64058565,279.65298,275.3034653663635,0.00100799601
Brazil_86510000,64058543,341.7904,337.400825857002,0.000572076126
Brazil_86720000,64058541,386.80215,378.00195043945314,0.001273503651
Brazil_87590000,64065171,39.952724,49.25740496317545,0.000272467782
Brazil_87670000,64065038,77.224625,74.60232823069502,0.00037017243
Brazil_87905000,64066929,182.96002,173.2516326904297,0.00027145549
Brazil_88220000,64070682,32.71422,31.861774115726867,0.000684976957
Canada_01AD003,72039942,15.905532,22.3450444539388,0.000180800197009
Canada_01AF002,72041774,300.6597,318.4299621582031,0.005159844596
Canada_01AG003,72041693,76.01973,141.88012218475342,0.00314026027
Canada_01AN002,72046468,15.824605,25.15561008453369,0.000501488913
Canada_01BJ007,72036120,102.5726,119.65207036336263,0.000704061707
Canada_01BO001,72041775,72.42114,75.25615882873535,0.000312879463
Canada_01BP001,72041793,17.567463,68.13314056396484,0.001922239546
Canada_02AB025,72034292,62.253902,81.50078125,8.2656176e-05
Canada_02BC004,72034380,38.106243,51.975483894348145,0.00070317169
Canada_02GA003,72056095,27.093904,25.208954535032575,0.001647146706
Canada_02GA016,72055196,6.2224746,5.830088043212891,0.00211143607
Canada_02GB001,72056085,38.505257,35.73633248465402,0.000455127917
Canada_02GD003,72056178,8.335498,6.742514419555664,0.001913302652
Canada_02GD015,72056195,7.8038425,19.355987548828125,0.001085631171
Canada_03NF001,72010970,125.004776,251.70116097586495,0.001570391119
Canada_03OC003,72017676,282.72543,368.4567108154297,0.000340771617
Canada_03QC001,72016320,234.68027,345.42802509508635,0.001327622063
Canada_03QC002,72019317,42.66075,66.32322788238525,0.004688741691
Canada_03QC003,72021151,53.15473,74.245361328125,0.003985993682
Canada_04LD001,71042538,90.77766,112.85926275383936,0.000130502069
Canada_04LF001,71041065,52.07506,61.72143681844076,0.000985225871
Canada_05AA024,71041174,22.495653,28.740218235896183,0.005650590399
Canada_05AD007,71039426,63.820198,78.4230588277181,0.000738962614
Canada_05AE043,71042757,15.240926,32.58037185668945,0.003813318498
Canada_05AG006,71039380,66.727036,96.3052102823173,0.000673244637
Canada_05BA001,71029698,7.1634965,19.272538321358816,0.004859796328
Canada_05BB001,71031628,28.429438,62.510597705841064,0.006318232539
Canada_05BE004,71031617,56.97101,114.60968923020637,0.00617106801
Canada_05BH004,71031599,70.12412,131.72667367117745,0.001797565901
Canada_05BH005,71031601,69.58017,127.06834970201764,0.001507766205
Canada_05BM002,71033612,100.313965,181.53769493103027,0.001185032336
Canada_05BM004,71033602,102.86235,189.39716419420745,0.000733217881
Canada_05BN012,71039402,103.52393,190.58850056416279,0.000353140492
Canada_05CC002,71025378,40.58924,66.2333435707904,0.000972211815
Canada_05CK004,71033468,59.442978,102.25790033584985,0.000342654679
Canada_05DC001,71023534,107.326836,225.06302654041963,0.001480398269
Canada_05DC010,71025323,55.996616,130.44125962257385,0.014175296838
Canada_05DD005,71021765,49.64347,88.72064543933404,0.00139341438
Canada_05DE010,71019815,181.66626,367.4217700300546,0.001105110122
Canada_05EF001,71017943,225.11168,422.23094177246094,0.000168289985
Canada_05KG007,71011418,40.935738,59.49533743328519,0.000260601152
Canada_05OC008,71039306,178.9431,276.1490783691406,5.8300828e-05
Canada_05OJ005,71037430,290.66107,494.1357556627942,7.080476e-05
Canada_05PB009,71043850,41.686913,50.32393925364425,0.000759019004
Canada_05PC018,71044993,333.61017,411.9650166829427,3.8290853e-05
Canada_05PC019,71044999,271.2572,333.26263427734375,0.000280387243
Canada_05PF063,71037444,887.1366,1171.2112086096474,0.001289092001
Canada_05TE002,71008761,23.240377,33.656866709391274,0.000660291884
Canada_06CC001,71009974,15.267752,18.041650414466858,0.00064567744
Canada_06FC001,71003592,29.845644,52.247799074327624,0.000195570705
Canada_06GD001,71000743,220.87321,476.40358503474744,0.000355001361
Canada_06JC002,83013667,223.46532,647.171194596724,0.000323579015
Canada_07AC007,82042102,40.31075,60.560354232788086,0.003177148382
Canada_07AD002,82042445,133.07236,267.8497205461775,0.000406756515
Canada_07AG004,82042085,50.527367,69.56067830866033,0.001285623919
Canada_07AG007,82042459,41.844357,55.20721467336019,9.9668342e-05
Canada_07CD001,82035594,102.25307,151.5317611694336,0.000308751504
Canada_07EE007,82039898,81.91582,105.15265712031612,0.001257532592
Canada_07FA006,82037823,68.48041,118.8397494506836,0.001885906948
Canada_07FB001,82038860,126.80655,197.57144165039062,0.001209760019
Canada_07FB006,82039882,32.46313,56.85860533184476,0.000963215514
Canada_07FD002,82037816,1194.7981,1985.705531529018,0.000638225083
Canada_07FD003,82037779,1298.1842,2254.6651533410904,0.000175586214
Canada_07GJ001,82038832,301.83292,491.9120380490325,0.000765674283
Canada_07HF001,82029872,1674.8539,3177.6233667834053,0.000124323560259
Canada_07JD002,82031602,67.49719,113.319749701513,0.000579660261
Canada_07OB003,82028215,75.46936,128.28357115246,0.000555797441
Canada_07OC001,82029883,20.283215,37.259228357454624,0.000412433092
Canada_08CF003,78002120,1233.3868,2770.122668457031,0.031609335247492
Canada_08CG001,78002134,318.74725,731.7029947916667,0.000573615831
Canada_08DB001,78003642,589.18024,955.5896192981351,0.001220057141
Canada_08GA022,78011905,97.88313,174.28824996948242,0.00069004021
Canada_08JA017,78005193,207.32437,301.2229498559302,0.001399068416
Canada_08JC001,78004632,269.41177,378.2647789001465,6.0346053e-05
Canada_08JC002,78005160,402.89243,533.1659545898438,0.00072383917
Canada_08KA004,78004681,392.94287,706.1764177594866,4.945593e-05
Canada_08KA005,78005725,161.24597,307.54630944036666,0.000227489911
Canada_08KB003,78004718,119.11173,202.59396842673974,0.000686101388
Canada_08LA001,78008927,157.66452,259.0258853310033,0.002967942612
Canada_08LB064,78009450,316.9839,497.5944562639509,0.00096870782
Canada_08LC002,78010700,50.183163,54.95817099677192,0.046089641459014
Canada_08LE031,78010058,190.1068,229.66508241133258,0.000419839419195
Canada_08LF051,78010656,609.2711,837.562991802509,0.000980805752
Canada_08MB005,78008323,107.78367,196.1870965057949,0.005280094997
Canada_08MC018,78007263,1468.4542,2118.4717433763585,0.000750869832
Canada_08MF005,78012456,2676.8684,3810.0952298072075,0.000993016479
Canada_08MF040,78010655,1798.9237,2490.921893780048,0.000711859231
Canada_08MG005,78011302,73.47965,166.3896026611328,0.000805336074
Canada_08MH024,78013086,3198.1353,4515.142788138441,0.00119324800258
Canada_08NA002,78009472,85.98782,172.79309695528954,0.000190298234
Canada_08NA006,78009508,28.461246,64.48538152722345,0.008854169614
Canada_08NE049,78013108,1500.092,2681.6896184826574,0.0004392994
Canada_08NG065,78012521,124.409836,211.0039520263672,0.000905379943
Canada_08NH126,78011257,54.423023,91.38021823658663,0.002247023921
Canada_08NJ158,78012485,561.0811,790.8952384948731,0.011219647914
Canada_09AB001,81030832,173.8122,406.5482368469238,0.001037273719
Canada_09AC001,81029281,37.197052,112.78791264125279,0.000435884627
Canada_09BA001,81025492,45.83368,89.6142126719157,0.001824703356
Canada_09BC001,81021748,291.45377,540.5822378305288,0.000507041447
Canada_09BC004,81023634,143.29192,314.1402130126953,0.000667233137
Canada_09DB001,81016865,27.145056,79.10873222351074,0.000926253217
Canada_09DD003,81020047,292.61984,602.7292297363281,0.039682912205156
Canada_09DD004,81018576,24.644949,50.62663811131527,0.00129316305
Canada_10AB001,82022225,102.018974,211.49761962890625,0.0
Canada_10EB001,82019471,112.10414,418.00260755750867,0.005838024045
Canada_10ED001,82023524,1706.7013,3265.6977991174767,0.003605647274268
Canada_10GB006,82015719,53.24628,99.45986058161809,0.000870360196
Canada_10HA004,82011035,60.957672,281.5849031147204,0.00286997389
Canada_10HB005,82012264,87.59865,400.730224609375,0.040337372755218
Canada_10KB001,82008688,37.625034,136.44894409179688,0.000458105024
Canada_10LA002,82004876,73.81592,280.8585205078125,0.00268213053437
Canada_10LD004,82005753,35.362072,100.11169815063477,0.000174899574
Canada_10NC001,82001741,109.60364,323.7908301217215,0.000258706243
Canada_10OB001,82000282,20.01832,129.3328549420392,0.001545993431
Canada_10QA001,83003777,15.376481,45.179519186628625,0.003992865768
Canada_10QD001,83002794,22.89201,95.11214065551758,0.000992997083
Canada_10RA002,83011373,27.058256,117.42730081998386,0.000110241518
Canada_10TA001,84002018,1.8291969,16.804188675350613,0.000134365508
Canada_10UH001,85009373,14.992577,90.19051825481912,0.002142592794
Canada_10UH004,85009376,8.168122,70.9137020111084,0.009499669585
Chile_04320001,66012297,24.246012,24.750506767859825,0.009978473884
Chile_04323001,66012020,25.159086,24.392131805419922,0.008898524723
Chile_04335001,66012014,26.390667,24.85903263092041,0.005423577491
Chile_04557002,66012277,20.978354,21.257638454437256,0.002994715641
Chile_05410002,66012971,16.873543,32.094447049227625,0.010629786203
Chile_05410005,66012970,17.87283,31.631716180354992,0.009988033076
Chile_05423003,66012958,25.552015,34.48116660118103,0.005710091058
Chile_05716001,66013338,2.5159786,3.374750324657985,0.001820616637
Chile_05748001,66013218,92.551476,114.8476203996308,0.001366493992
Chile_06008005,66013643,39.009144,50.35907520392002,0.008737431195
Chile_06019003,66013632,50.772285,63.23661994934082,0.000764808452
Chile_06028001,66013684,18.551159,22.549503326416016,0.010460589148
Chile_07103001,66013649,8.625133,10.334648833463067,0.012288569279
Chile_07104002,66013649,8.625133,10.334648833463067,0.012288569279
Chile_07112001,66014050,8.0049925,9.493281202706678,0.013109613702
Chile_07115001,66014050,8.0049925,9.493281202706678,0.013109613702
Chile_07123001,66013962,36.455524,36.7273530960083,0.0005902176
Chile_07308002,66013985,22.105473,33.0984209750561,0.009941402275
Chile_07317005,66014033,26.248426,19.7932275903636,0.008226908963
Chile_07321002,66013982,55.291935,104.78519911993118,0.006050158275
Chile_07322001,66013976,58.835503,71.55790138244629,0.004191048079
Chile_07354001,66014427,10.932175,15.312229919433594,0.006486567428
Chile_07354002,66014429,10.586899,9.524314153762091,0.006263092172
Chile_07359001,66013995,41.249302,29.359525844968598,0.000720661975
Chile_07379002,66014039,6.067496,4.089016213601465,0.001159195524
Chile_07383001,66013964,137.38747,126.84685683250427,0.000346954253
Chile_08106002,66014361,25.79295,29.76655149459839,0.004954122019
Chile_08132001,66014779,12.003735,30.313919067382812,0.002853219236
Chile_08140002,66014351,69.62213,44.2973756475763,0.000724543895
Chile_08307002,66015145,41.461872,28.056291490793228,0.003794128902
Chile_08312000,66015121,81.524,59.34635197032582,0.003622060815
Chile_08312001,66015120,83.43122,53.2932075318836,0.010674912317
Chile_08317001,66015113,127.79914,84.03770412098278,0.002789959961
Chile_08317004,66015115,118.74308,81.4846510887146,0.00308011323
Chile_08317005,66015114,125.3398,144.6751454671224,0.002811774624
Chile_08319001,66015109,134.03188,94.14973386128743,0.002014767195
Chile_08334001,66015107,163.89279,108.84396748159124,0.001239090464
Chile_08380002,66014741,50.910114,44.26652015339244,0.004193118242
Chile_08381003,66014740,51.289158,43.909107889447895,0.001509919087
Chile_08383001,66014737,52.852333,47.33183386159498,0.001331769894
Chile_09129002,66015562,54.227364,47.23768455103824,0.002512605214
Chile_09140001,66015557,100.056366,76.80998158454895,0.001006157687
Chile_09402001,66015654,24.593742,20.58800231388637,0.004821774741
Chile_10122003,66015954,159.53514,112.25668334960938,0.000827554083
Chile_10134001,66016029,32.06737,51.47269058227539,0.000866191174
Chile_10328001,66016351,64.46121,40.17027969360352,0.001472812585
Chile_10503001,66016991,99.54596,58.669017219543456,0.001315986489
Chile_10514001,66017009,180.86256,155.40898723602294,0.000568766723
Chile_10702002,66017272,201.48244,166.87884581716438,0.001419472152
Chile_10704002,66017617,289.77597,238.74109976632255,0.004645649221
Chile_11342001,66018217,408.68402,372.9736066545759,0.000315657429
Chile_11500002,66018617,23.429756,36.368350664774574,0.001799882379
Chile_11536004,66018984,431.19217,453.3812561035156,0.005307964858
China_61304300,43077279,49.300484,40.682632799501775,0.003332655269508
China_62310250,43071965,46.08819,44.43005218505859,0.000680279848
China_62401800,43066378,165.33502,165.3452971085258,0.000157326531
EWA_9105003,22017514,31.279104,59.545099778608844,0.002165036412
EWA_9110141,21001125,55.74962,61.54429340362549,0.000974424249
EWA_9110230,21000363,87.13188,63.98440678914388,0.000183286273
EWA_9110278,21000630,20.14271,15.51854289495028,0.003932063204
EWA_9110287,21001129,46.642994,37.42483725914588,0.001257850144
EWA_9110288,21000394,12.553949,21.159440994262695,0.001843318577
EWA_9110302,21001090,275.53082,201.11250536369556,1.0858551e-05
EWA_9114013,23020348,0.09580026,0.022545696422457694,0.000519126677
EWA_9114020,23019609,54.47509,58.7646598815918,0.000318527629
EWA_9114021,23019565,241.23944,211.2140844244706,0.000198748457
EWA_9114022,23018496,220.17242,193.42315578460693,0.000205029107
EWA_9114023,23020496,89.79546,75.17622208013768,0.000533990857
EWA_9114035,23019593,98.26616,86.57930812551014,0.001709993495607
EWA_9114045,23021404,17.514181,15.347946615780101,0.003030835521
EWA_9114186,23023005,41.14951,53.70822124481201,0.000888883602
EWA_9114213,23023069,52.14751,48.296607533439264,0.000859690558
EWA_9114217,23022516,34.749073,42.48503112792969,0.003317202047
EWA_9114227,23023044,98.96945,83.78988494873047,0.000853568779
EWA_9114242,23023057,59.851665,59.86631962790418,0.000494458121
EWA_9114248,23023072,43.553734,63.76642608642578,0.001278235718
EWA_9114378,23021370,46.555386,40.36402750015259,0.001269383168
EWA_9114560,23020497,78.89976,70.27011969781691,0.000785111662
EWA_9114584,23021908,10.328301,8.551142658807535,0.003509758067
EWA_9115148,23014829,73.172806,63.75510895043089,2.7760601e-05
EWA_9115193,23016164,46.104805,39.029910278320315,8.8019762e-05
EWA_9115360,23013612,59.39709,52.12830356451181,0.000271484713
EWA_9116051,23016206,32.511665,44.431556701660156,0.000707948433
EWA_9116064,23016203,59.44332,48.46429570515951,0.000179586778
EWA_9116084,23014898,72.66481,60.34230850682114,0.000218446272
EWA_9211007,21008099,16.744766,16.248111724853516,0.004597315748
EWA_9931003,25001921,10.117019,21.132596969604492,0.002150032049
EWA_9931006,25002640,38.313755,83.66437474692741,0.000159417956
EWA_9931020,25007711,13.458501,42.731929779052734,0.001522397081
EWA_9942009,28024727,4.0686994,21.54011344909668,0.000558648493
GRDC_1112100,14026511,340.56296,470.6914774576823,0.000507719792
GRDC_1112300,14029328,309.8991,459.57976455688475,0.000716637837
GRDC_1112320,14032329,94.16234,80.69552542946555,0.000119832729
GRDC_1134030,14043454,548.2812,374.641841765373,0.005181427936531
GRDC_1134040,14043495,199.7427,163.7864556312561,0.000180885354
GRDC_1134200,14037900,67.68493,109.7059694925944,0.000579498360238
GRDC_1134220,14046007,70.86533,63.81476679715243,0.002712561022255
GRDC_1134300,14034961,187.91309,155.95482720269098,0.000170678087
GRDC_1134400,14029345,831.88086,1086.1316511366103,0.000113294988617
GRDC_1134450,14032250,194.40015,185.32924842834473,3.4888151e-05
GRDC_1134460,14026541,830.31104,416.90209840473375,4.6446486e-05
GRDC_1134480,14029297,201.52678,245.13808891989967,0.0
GRDC_1134630,14016024,1095.4468,1753.975107046274,0.0
GRDC_1134700,14013653,1097.3079,1891.5728895399307,8.0077593501e-05
GRDC_1159100,12084629,363.7869,354.346663181137,0.000618599547
GRDC_1159300,12082634,260.39072,390.1687765682445,0.001038891053
GRDC_1159500,12082657,82.15894,71.22287169746731,7.7699879e-05
GRDC_1159800,12076165,55.350986,39.82361729939779,0.001566067901
GRDC_1160880,12086711,67.789764,55.32730484008789,0.001322916137
GRDC_1234090,14023538,1204.4319,1961.6073190789473,0.00014659674
GRDC_1234150,14032143,1314.9034,2413.450252757353,0.000775420014603
GRDC_1234201,14037785,1377.3364,3103.1255472117455,2.0468834e-05
GRDC_1257100,12028470,300.01868,146.74202200082632,0.000107763395
GRDC_1291100,12025702,1382.4729,1117.0968715122767,0.000258723317
GRDC_1309675,15005098,1.2589085,3.4881290793418884,0.002802239987
GRDC_1309720,15004987,18.120037,10.93171614408493,0.000687963996
GRDC_1426380,14084217,454.63263,209.43480428059897,0.000849953359
GRDC_1428400,14081935,296.24503,102.71564960479736,0.000290755321
GRDC_1496500,12054177,30.362926,23.685254243703987,0.002241470255
GRDC_1531050,14051519,63.617188,59.86282277107239,8.4948826e-05
GRDC_1531100,14070541,255.82889,179.71737098693848,0.000112760382
GRDC_1531450,14057573,77.58332,18.779190635681154,0.000327751734874
GRDC_1531600,14048712,9.360524,4.706794770558675,0.000290299424
GRDC_1537100,16035898,2035.9257,1271.3259788335756,0.000132588981503
GRDC_1591002,12010716,1191.4443,868.9614171981812,0.000137683229
GRDC_1591231,12008628,271.0776,162.73048580394072,0.00031993345
GRDC_1591401,12017971,433.73755,260.3579040527344,0.000510502053462
GRDC_1591402,12017996,405.0318,236.6177806854248,2.7768479079e-05
GRDC_1634400,14051671,117.19273,78.97280883789062,0.000177768841
GRDC_1634500,14054522,129.17758,84.98345705668132,5.7342122e-05
GRDC_1734500,14043333,1629.9916,3813.8240182059153,0.000124875717
GRDC_1737100,16051005,96.30408,50.654536724090576,0.000352677679
GRDC_1737150,16050998,177.53813,66.8445816040039,0.000634115083
GRDC_1748500,13019223,690.31854,465.41241149902345,0.000140601414
GRDC_1749100,13013287,6343.8555,4678.049609375,0.00139664213978
GRDC_1749500,13010651,1477.4456,804.1947326660156,5.5717872e-05
GRDC_1813200,14032246,88.63067,58.923397027529205,0.000310040633787
GRDC_1813450,14032403,62.3724,95.5122220656451,5.2020732e-05
GRDC_1813460,14032403,62.3724,95.5122220656451,5.2020732e-05
GRDC_1834110,14045952,2186.8835,3122.213609483507,1.6046907e-05
GRDC_1835900,14070598,998.0668,475.2276779566056,0.000697368003607
GRDC_2180712,43027930,102.20729,206.1692367553711,0.000153882197
GRDC_2181500,43037742,797.80005,1889.6909980773926,0.00158724204
GRDC_2181951,43044409,9.752795,11.255435104370116,0.00017552595
GRDC_2182250,43038103,13.459946,14.101735018193722,0.002040816254
GRDC_2260100,44005611,1352.1467,716.1893280029296,0.000181956752
GRDC_2261500,44021406,71.26653,3.7926604249260643,0.000314673316
GRDC_2369800,44036324,77.59361,53.31447799682617,0.000159702833
GRDC_2369905,44039916,169.92068,96.71145884195964,0.000899189736
GRDC_2469050,44017749,3641.0022,1792.6562883244005,0.000215165818
GRDC_2469055,44023187,117.92286,10.502911027655545,0.00047865078
GRDC_2469058,44023152,304.8003,64.02715611457825,0.000339309449
GRDC_2469060,44016067,301.01352,160.2192224573206,0.000333656694
GRDC_2469072,44024848,4024.8896,4163.703802490234,0.000103449824
GRDC_2469111,44025172,92.642624,30.248190696793372,0.000155159443772
GRDC_2469112,44023363,142.95667,104.35027851777919,0.000280415265
GRDC_2469120,44030779,332.09897,154.00072075338926,0.000314428729
GRDC_2469140,44023136,326.672,88.70544154827411,0.000146791207378
GRDC_2469141,44023158,303.7887,68.66997885196767,9.9888672e-05
GRDC_2469265,44032613,82.91664,16.672233864113135,0.000107849931
GRDC_2469267,44032616,79.696655,16.332921568552653,0.000151102963
GRDC_2469300,44034407,517.12823,235.56403451807358,0.000157294301
GRDC_2548400,45027010,598.878,403.98866593210323,0.001533287466
GRDC_2587080,41001548,158.5432,211.7327386765253,0.000241466353
GRDC_2587081,41001551,139.04971,187.95952568984615,0.000380476423
GRDC_2587082,41001679,82.92437,113.43786331915086,0.000637302341
GRDC_2587083,41001715,49.7999,79.41240660349528,0.00095574782
GRDC_2587100,41002329,379.5942,561.1632012261284,0.000370692982271
GRDC_2587101,41002343,277.02774,409.93502987132354,0.00026397899
GRDC_2587102,41001939,175.62196,265.9828452494607,0.00094448353
GRDC_2587103,41001943,99.25583,155.18330891927084,0.001105623811
GRDC_2587104,41001949,86.56944,149.85826512386924,0.001534985585
GRDC_2587105,41001929,72.06766,115.2303451538086,0.001484033333
GRDC_2587220,41002831,36.651485,52.57299613952637,0.001556402549
GRDC_2588200,41006755,231.60565,248.28224635124207,0.000401772198
GRDC_2588204,41006765,131.0996,140.97228940327963,3.0116227e-05
GRDC_2588250,41007894,100.93799,118.25838007245746,0.001354765634
GRDC_2588300,41005962,131.57356,165.4169571286156,0.003342811134
GRDC_2588302,41005952,52.362026,54.74620519365583,0.000502411147
GRDC_2588303,41006007,59.16785,68.44791277717141,0.001112628431
GRDC_2588304,41006002,67.527626,73.95612812042236,0.000691172406
GRDC_2588320,41006748,123.67156,156.95657477745644,0.0
GRDC_2588322,41005946,42.911423,51.06767593383789,0.00518897311
GRDC_2588480,41006801,62.648514,77.38421348289206,0.0030852316
GRDC_2588481,41005984,32.410057,33.09213733673096,0.000813028021
GRDC_2588550,41005373,153.5896,172.397644412133,0.000472009228
GRDC_2588551,41005366,225.5487,266.05413375362275,0.00012755327
GRDC_2588552,41005374,109.70429,123.98256182670593,0.000311827749
GRDC_2588554,41005378,97.26371,112.93917892719138,0.00124062304
GRDC_2588630,41006041,19.054728,20.81274143854777,0.002179443228
GRDC_2588651,41004221,64.588554,75.18437671661377,0.000872419806
GRDC_2588652,41004225,58.224827,68.28079312346702,0.001080906916
GRDC_2588653,41004247,31.884628,37.001389332306694,0.00059770846709
GRDC_2588654,41004593,11.888744,13.911878108978271,0.001264894474
GRDC_2588700,41003992,205.33685,245.19966634114584,0.00027140264
GRDC_2588701,41003772,201.75713,230.41215642293295,0.000262334741
GRDC_2588702,41003778,188.49126,225.77613067626953,0.000513943079
GRDC_2588703,41003790,160.40216,192.20849391392298,0.001206464473
GRDC_2588704,41003554,34.65124,39.1795285542806,0.002912924739
GRDC_2588705,41003516,98.04944,124.65465892444958,0.001965466297
GRDC_2588708,41003554,34.65124,39.1795285542806,0.002912924739
GRDC_2588910,41006775,35.566216,43.62894753047398,0.003434511783
GRDC_2588920,41007571,31.037806,36.722893934983475,0.000485226855
GRDC_2589100,41006819,43.368397,44.46346740722656,0.001436100567
GRDC_2589101,41006812,48.374546,50.52054977416992,0.000491399814
GRDC_2589200,41006960,105.857925,110.93491787380643,0.000344323987
GRDC_2589201,41006967,74.13985,80.57530030416787,0.001206319404
GRDC_2589202,41006974,46.377335,51.98234133234995,0.001163354548
GRDC_2589240,41004014,58.641674,60.51737022399902,0.000989083473
GRDC_2589310,41006975,43.47373,45.37901210784912,0.0016035493
GRDC_2589320,41006810,39.209827,40.62290936424618,0.000942930226
GRDC_2589350,41007566,55.717747,62.341227213541664,0.000891765882
GRDC_2589351,41007570,41.35604,46.09278140348547,0.001395499285
GRDC_2589360,41006800,24.042818,27.17095152537028,0.000958064794
GRDC_2589370,41006830,35.508194,36.936679153442384,0.000738015211
GRDC_2589380,41006831,22.41577,21.69366595450412,0.000573617605
GRDC_2589390,41005476,78.083145,74.74733126604998,0.002517985902
GRDC_2589400,41004898,116.41388,123.56096131262117,0.000803593901
GRDC_2589500,41004521,314.69098,330.8712752492804,0.001508519091
GRDC_2589501,41004522,211.08452,217.45526123046875,0.00205568993
GRDC_2589502,41004874,125.45353,144.11830722584443,3.0086547e-05
GRDC_2589506,41004924,61.325455,78.10522329807281,0.003567801498
GRDC_2589550,41004209,279.18655,304.1319122314453,0.001221789881
GRDC_2589700,41003785,263.0147,263.27856347915974,0.000248053434
GRDC_2589701,41003777,291.545,305.2953459087171,0.000183778727
GRDC_2589703,41004010,78.64812,106.33476950905539,0.001286982791
GRDC_2589750,41003536,174.38882,182.14483896891275,0.000222810018
GRDC_2589751,41003541,146.44785,151.0242224671787,0.000519095161
GRDC_2589752,41003548,85.70832,85.41641908180057,0.000651441583
GRDC_2589753,41003580,61.132607,57.41789392324594,0.001175662348
GRDC_2589800,41003312,152.15608,160.94397248162164,0.000333356707
GRDC_2590100,41008277,55.804134,65.27788825657056,0.000114032763
GRDC_2590101,41008304,35.617455,38.70156730924334,0.002564383689
GRDC_2590220,41008308,15.465034,17.372657230922155,0.000686668128
GRDC_2590230,41008764,40.230442,43.797965192246714,0.007540903047177
GRDC_2590300,41008559,58.089943,63.54141847710861,0.000813543684
GRDC_2590301,41008743,35.13319,43.14901421286843,0.001339078649
GRDC_2590400,41008724,65.989914,82.0282974243164,7.2389158e-05
GRDC_2590401,41008732,25.336758,24.425226384943183,0.00650398318307
GRDC_2591100,41008253,54.60253,66.5339223421537,0.000643746545
GRDC_2591200,41007949,24.714983,21.346709338101473,0.002969708761
GRDC_2591201,41007937,40.148903,52.24680065286571,0.000883917527
GRDC_2591230,41007946,23.704815,26.603668848673504,0.001631512582
GRDC_2591800,41007533,79.362564,96.0421937151653,0.001056121449
GRDC_2591801,41007530,86.48169,104.03270156860351,0.000628550234
GRDC_2677300,42066341,122.852516,167.2685481132345,0.000416678364
GRDC_2694100,42066963,65.38036,73.91187566354733,3.2848674e-05
GRDC_2694200,42067642,14.325896,17.208249807357788,0.000359379684
GRDC_2694450,42066992,86.24606,104.74606859014276,0.000454488705
GRDC_2903428,34025438,5937.0273,10147.677291870117,0.000669396282158
GRDC_2906201,42005586,383.48236,760.11865234375,0.000297248483
GRDC_2906300,42023156,589.6383,1178.399667593149,0.000332378421
GRDC_2906880,42008011,71.94349,153.81615709003648,0.000155398331
GRDC_2907400,32042762,982.94464,1839.335721529447,0.000173370169
GRDC_2908102,32031667,2876.122,5907.136474609375,0.005519005472
GRDC_2909156,32032839,2405.1003,3957.393310546875,0.015228682268
GRDC_2909160,32044891,699.5384,1582.3124350689827,0.000553971205
GRDC_2910606,31054839,1278.4882,2051.1507975260415,0.000313491743579
GRDC_2911097,31032536,3135.5415,5066.672329606681,3.2502618e-05
GRDC_2911206,31062220,58.365284,159.18876925381747,0.000387139016
GRDC_2911300,31067153,4.5059114,16.268201014574835,0.000153686918
GRDC_2919200,28033309,195.59996,362.9491821289063,0.000104951841
GRDC_2964122,44032569,516.6416,149.23168821592589,0.000117370078
GRDC_2969010,44017800,2423.7336,1340.9631256103517,7.7234789e-05
GRDC_2969013,44018008,50.668617,9.030672116387159,0.00034547455
GRDC_2969014,44018014,49.37993,7.118630951848523,0.000759181962
GRDC_2969090,44024845,4052.5256,5371.219909667969,0.0
GRDC_2969095,44026697,6971.2324,6096.04896484375,0.0
GRDC_2969096,44026946,10.430787,7.5840160846710205,0.000460553828
GRDC_2969101,44032551,7696.2344,5945.602467412534,0.000242543376
