stationid,COMID,distance,lon,lat
GRDC_4123300,74045170,0.0028999999999896886,-85.8021,38.2854
GRDC_4123301,74034078,0.0011999999999829924,-80.7062,40.1104
GRDC_4125500,74055832,0.00046666666665373674,-96.0062,36.1438
GRDC_4125550,74060987,0.0012666666666518722,-95.2396,35.2646
GRDC_4125551,74058499,0.0003999999999848569,-100.3687,35.9354
GRDC_4125801,74050614,0.0004666666666679475,-97.0562,37.0604
GRDC_4125802,74048012,0.002066666666657113,-97.7729,37.9479
GRDC_4125804,74063473,0.00036666666668594416,-92.3604,34.7938
GRDC_4125900,74063497,0.0013000000000147336,-91.4437,34.7938
GRDC_4125901,74058565,0.0004666666666466313,-91.28959999999998,35.6063
GRDC_4126702,74068324,0.001233333333324538,-92.0937,33.0354
GRDC_4126801,74066986,0.00040000000000617325,-94.0396,33.5521
GRDC_4126802,74067013,0.0011785113019765073,-95.5021,33.8771
GRDC_4126803,74065495,0.0012000000000185196,-98.5354,34.1063
GRDC_4126804,74067039,0.0011313708499135248,-96.5646,33.8188
GRDC_4126805,74067055,2.3570226035309725e-05,-97.1646,33.7313
GRDC_4126806,74068275,2.3570226040334016e-05,-93.8562,33.0854
GRDC_4127501,74050606,0.0013072447700893978,-89.4646,37.2229
GRDC_4127502,74047997,0.0006128258770185391,-89.8354,37.9021
GRDC_4127503,74042209,0.0012333333333458543,-90.1771,38.6313
GRDC_4127800,74069826,0.00046666666668215845,-90.9062,32.3146
GRDC_4133501,72058453,0.0013186693629753876,-85.7562,41.8021
GRDC_4133750,72056002,0.0012020815279917198,-85.6771,42.9646
GRDC_4134400,72054926,0.0013072447700984567,-83.96039999999999,43.4146
GRDC_4135200,72058958,0.0013387390418631178,-83.7146,41.5021
GRDC_4135800,72057056,0.00043333333331219137,-78.9354,42.4646
GRDC_4136300,72056018,0.001202081528011817,-77.6271,43.1813
GRDC_4145080,78014318,0.0011999999999972035,-122.33540000000002,48.4438
GRDC_4145081,78014326,0.0005892556510033267,-121.77710000000002,48.5271
GRDC_4145082,78014356,0.002378141197576849,-121.43120000000002,48.5354
GRDC_4146110,77003001,0.001266666666666083,-124.0021,41.5146
GRDC_4146281,77013206,0.0005892556509832295,-121.5979,38.7729
GRDC_4147011,73000811,0.0005656854249579682,-68.6979,44.8271
GRDC_4147380,73002473,0.001307244770073635,-71.2979,42.6479
GRDC_4147460,73003672,0.002378141197573164,-72.6062,41.9896
GRDC_4147461,73002441,0.001791337179005095,-72.5771,42.5813
GRDC_4147600,73005654,0.0013186693629956836,-74.7812,40.2229
GRDC_4147703,73006140,0.0005892556509932781,-76.1729,39.6604
GRDC_4147720,73005674,0.00043333333333350765,-77.1271,40.4771
GRDC_4147725,73005113,0.0020666666666642186,-76.8771,40.9688
GRDC_4148050,73007810,0.0003999999999990678,-77.5521,37.5604
GRDC_4148100,73009638,0.0006368324391472771,-77.0646,35.5438
GRDC_4148530,73013197,0.0012758439472710876,-81.0521,33.9938
GRDC_4148541,73011975,2.3570226040334016e-05,-80.6521,34.2438
GRDC_4148851,73020281,0.00040000000000262054,-81.6604,30.3229
GRDC_4149401,73017455,0.001266666666666083,-87.5521,31.6104
GRDC_4149411,73014351,0.0012256517540521511,-88.4479,33.4813
GRDC_4149441,73011933,0.0018149074050353804,-85.2562,34.2021
GRDC_4150450,75017518,0.0020666666666642186,-96.1021,29.3104
GRDC_4150451,75013315,0.001744196726924427,-97.6979,30.2479
GRDC_4150500,75015396,7.07106781159778e-05,-95.7562,29.5813
GRDC_4150601,75015549,0.0011785113019777134,-94.8229,30.0604
GRDC_4150700,75013367,0.0012333333333458543,-93.7396,30.3063
GRDC_4151801,75005087,0.001131370849890815,-107.2937,32.8854
GRDC_4151803,75000632,0.0003666666666646279,-105.7562,36.3188
GRDC_4151804,75022614,0.0004333333333192968,-99.4896,27.4021
GRDC_4152050,77032201,0.0006599663290992072,-114.6312,32.7313
GRDC_4152101,77022966,0.0011549410759411976,-111.8104,36.2146
GRDC_4152103,77022897,2.3570226025261143e-05,-114.7396,36.0146
GRDC_4152202,77032212,0.0004333333333477185,-114.4187,32.7604
GRDC_4152450,77020592,0.0004333333333264022,-111.5896,36.8646
GRDC_4152460,77013236,0.0029333333333241285,-109.29789999999998,38.8146
GRDC_4152550,77013201,0.0017679240808169284,-110.1479,38.9854
GRDC_4152600,77018347,2.3570226035309725e-05,-109.8646,37.1479
GRDC_4152601,77018380,0.0012256517540621997,-109.0354,37.0063
GRDC_4152650,77013455,0.0004000000000132787,-108.0771,38.7521
GRDC_4202601,78000601,0.00043333333333350765,-133.7021,58.5396
GRDC_4203051,81006617,0.00036666666667883874,-137.7854,67.4438
GRDC_4203210,81016927,0.00046666666665373674,-139.4062,64.0438
GRDC_4203400,81023614,0.0005892556509530838,-136.2729,62.10210000000001
GRDC_4203503,81025681,0.0012999999999863119,-130.6021,62.0313
GRDC_4203520,81018484,0.00039999999999196234,-131.5021,63.3354
GRDC_4203820,81015544,0.0011549410759060276,-140.6104,64.3979
GRDC_4203900,81027440,0.0003999999999848569,-135.1896,61.4354
GRDC_4204050,78001517,0.001107800623870578,-131.7562,57.4813
GRDC_4204100,78001167,0.001266666666666083,-131.1562,57.9021
GRDC_4204500,78001868,0.0024641879437823774,-130.4021,57.043800000000005
GRDC_4206100,78003644,0.0004333333333477185,-129.0854,55.2646
GRDC_4206250,78004254,0.0017206265008941418,-128.4271,54.6313
GRDC_4206500,78007334,0.002033333333336884,-126.1604,52.4188
GRDC_4206920,78003025,0.00043333333333350765,-127.6854,55.7188
GRDC_4207150,78004700,0.0024476746334266834,-124.2687,54.4188
GRDC_4207190,78005172,0.000636396103073946,-122.6187,54.0104
GRDC_4207320,78006739,0.0005656854249479196,-122.2271,52.8438
GRDC_4207850,78010085,0.0003666666666646279,-119.6562,50.9396
GRDC_4208005,82018072,0.001318669362989038,-121.35620000000002,61.87290000000001
GRDC_4208040,82004055,0.000565685424937871,-134.8937,67.2604
GRDC_4208041,82006612,0.0012999999999863119,-136.0354,65.8938
GRDC_4208044,82009937,0.0024067036008289405,-133.6771,64.7479
GRDC_4208050,82006633,0.003178049716405616,-134.0312,65.9729
GRDC_4208120,82008607,0.001266666666680294,-128.5646,65.2396
GRDC_4208190,82019536,0.003120719290308953,-128.2354,61.4813
GRDC_4208220,82019447,2.357022603782192e-05,-124.0771,61.2604
GRDC_4208225,82019559,0.002900000000011005,-125.4021,61.5271
GRDC_4208240,82025158,0.00117851130199158,-128.1479,59.9521
GRDC_4208251,82026945,0.0005892556509731809,-129.2104,59.189600000000006
GRDC_4208252,82025217,0.0005656854249278224,-128.5979,59.8604
GRDC_4208255,82025121,0.0013283239230080849,-127.31040000000002,59.6146
GRDC_4208256,82028370,0.0004333333333406131,-127.5354,59.0979
GRDC_4208258,82028331,0.0017677669529798338,-127.8437,59.0688
GRDC_4208260,82025133,0.0013601470508669787,-126.95210000000002,59.6938
GRDC_4208270,82026688,0.000612825877033612,-126.0979,59.4146
GRDC_4208271,82018092,0.0023098821518749597,-121.21460000000002,61.74380000000001
GRDC_4208272,82025057,0.00039999999999196234,-124.48120000000002,59.7479
GRDC_4208274,82025069,0.0005656854249579682,-127.23120000000002,59.6979
GRDC_4208275,82023560,0.00210502045385358,-128.9021,60.04789999999999
GRDC_4208300,82019356,0.00036666666667883874,-117.5479,61.2688
GRDC_4208305,82030103,0.0005426273531811804,-122.8312,58.4854
GRDC_4208315,82016190,0.003984971769024967,-126.6937,62.7688
GRDC_4208330,82023688,2.357022604535831e-05,-124.8896,60.1313
GRDC_4208360,82028307,0.0017677669529496882,-122.6604,58.7896
GRDC_4208365,82029922,0.0012000000000114142,-122.6354,58.6688
GRDC_4208400,82025015,0.0004000000000132787,-111.5854,59.8771
GRDC_4208420,82022180,0.0012666666666731885,-111.9479,60.6479
GRDC_4208440,82020760,2.3570226055406934e-05,-115.8562,60.7396
GRDC_4208456,82037800,0.0013387390418857633,-120.0604,56.1229
GRDC_4208458,82037818,0.00043333333335482394,-120.8104,56.19789999999999
GRDC_4208470,82022310,0.000612825877033612,-114.9062,60.7104
GRDC_4208491,82034349,0.0024353872610318153,-125.2479,57.1271
GRDC_4208495,82034370,0.0003999999999848569,-125.6354,57.4479
GRDC_4208515,82038903,0.001225651754067224,-123.6187,55.4354
GRDC_4208516,82039917,0.0012333333333387488,-124.2354,55.20210000000001
GRDC_4208540,82038875,0.00040000000000617325,-121.20210000000002,55.5521
GRDC_4208550,82037835,0.00036666666667883874,-121.89790000000002,56.0313
GRDC_4208630,82036781,0.00036666666665041703,-117.3062,56.2479
GRDC_4208730,82035537,0.0006146362971701802,-111.4062,56.7854
GRDC_4208733,82041573,2.357022604304714e-05,-116.0687,54.2104
GRDC_4208822,82036792,0.0006128258770587335,-113.7854,56.3229
GRDC_4208870,82040772,0.00043333333333350765,-113.2854,54.72290000000001
GRDC_4208871,82031579,0.0004333333333264022,-111.3896,58.20210000000001
GRDC_4208916,82033119,0.001338739041849672,-111.2021,57.6521
GRDC_4208962,82041584,0.0011999999999829924,-113.9937,54.4521
GRDC_4208971,82026741,0.0011785113020016287,-105.5396,59.1479
GRDC_4208975,82028264,0.0020333333333582004,-105.8187,58.85629999999999
GRDC_4208986,82028400,0.00040000000000617325,-109.0021,58.814600000000006
GRDC_4209010,82000326,0.0013072447700602278,-139.5646,69.3146
GRDC_4209410,83004988,0.0020999999999986585,-116.5812,67.2104
GRDC_4209850,83003740,0.001266666666666083,-94.0562,67.5229
GRDC_4213031,71017956,0.0005897268670979668,-113.4854,53.53960000000001
GRDC_4213111,71041134,2.3570226045358355e-05,-112.84369999999998,49.5729
GRDC_4213250,71037496,0.00046666666666084217,-110.6771,50.0438
GRDC_4213300,71017942,0.0012256517540471267,-109.6104,53.51879999999999
GRDC_4213550,71016222,0.002406703600821658,-101.1854,53.8479
GRDC_4213562,71029446,2.3570226035309772e-05,-112.7104,51.4688
GRDC_4213566,71021663,0.002309882151877371,-102.1937,52.8646
GRDC_4213570,71039349,0.001154941075946222,-100.1021,49.8729
GRDC_4213650,71039299,0.00046666666666084217,-97.4021,49.8688
GRDC_4213683,71040972,0.0021116081286328414,-97.1854,49.5521
GRDC_4213710,71011345,0.0011549410759261246,-97.9312,54.77709999999999
GRDC_4213801,71035466,0.0021333333333330984,-95.9896,50.4063
GRDC_4213802,71035462,0.00046666666666084217,-96.1771,50.5688
GRDC_4213803,71037456,4.714045207564374e-05,-94.8687,50.1146
GRDC_4214025,71005241,0.0005421151988977379,-92.7937,56.4354
GRDC_4214035,72005223,0.0003666666666717333,-69.6271,57.6813
GRDC_4214040,72006037,0.0031384709652855776,-69.2437,57.4354
GRDC_4214080,71019878,0.002066666666657113,-85.0187,53.0729
GRDC_4214100,83014804,0.0023570226039530146,-93.9312,64.2813
GRDC_4214106,71001770,0.0020666666666642186,-98.2312,58.1479
GRDC_4214262,71005230,5.0242910762507224e-15,-100.0437,56.4938
GRDC_4214263,71008644,0.0017206265008889166,-102.32710000000002,55.5313
GRDC_4214300,71011375,0.0012333333333316434,-107.8104,54.8188
GRDC_4214350,71009963,0.00040000000000617325,-93.83540000000002,55.0271
GRDC_4214390,71017981,0.0011785113019690714,-91.5146,53.4896
GRDC_4214430,71025481,0.0005185449728722759,-88.7562,52.2938
GRDC_4214440,71008705,0.002380592830003397,-88.3229,55.3729
GRDC_4214450,71012903,0.000612825876998442,-87.2271,54.52709999999999
GRDC_4214480,71025453,0.0012666666666589776,-87.0771,52.0896
GRDC_4214515,71039325,0.0012020815280218656,-81.5687,49.8854
GRDC_4214520,71029355,0.00040000000000617325,-83.8396,51.3271
GRDC_4214531,71035558,0.0012999999999934173,-82.1146,50.5813
GRDC_4214560,71031472,0.0023805928299833,-80.7646,51.0771
GRDC_4214610,72034491,0.0006146362971778871,-78.1062,48.60209999999999
GRDC_4214621,72029763,0.001744196726944524,-77.6146,49.7521
GRDC_4214655,72029801,0.00046666666665373674,-77.1854,49.8563
GRDC_4214670,72026912,0.0005892556509832295,-76.3896,50.75209999999999
GRDC_4214680,72023784,2.0097209225708458e-14,-76.8646,51.4479
GRDC_4214690,72023919,0.0011549410759211004,-78.0979,51.5354
GRDC_4214701,72020771,0.0012000000000114142,-74.5937,52.1688
GRDC_4214760,72017681,0.0005421151989075855,-74.4729,53.1688
GRDC_4214801,72010913,0.0011313708498958393,-76.9854,55.2313
GRDC_4214810,72011018,5.0242910762507224e-15,-77.0687,55.0063
GRDC_4214830,72012052,0.002099999999991553,-73.9896,54.8521
GRDC_4214900,72005231,0.0003999999999990678,-67.5896,57.877100000000006
GRDC_4214905,72006944,0.0012866839377044293,-64.9062,56.7896
GRDC_4214920,72004426,2.357022602023685e-05,-66.3771,57.9104
GRDC_4214940,72003611,0.0004333333333477185,-70.4229,58.6479
GRDC_4215210,78013683,0.0012333333333316434,-117.6271,49.0021
GRDC_4215220,78013102,0.0003999999999990678,-117.3521,48.9979
GRDC_4215320,78013694,0.0003999999999990678,-116.4021,48.9021
GRDC_4215660,78008932,0.0011785113019765073,-117.1854,51.4854
GRDC_4215700,78011914,0.0013387390418677177,-115.7396,49.9104
GRDC_4220500,74001116,0.00039999999999196234,-110.4687,48.9854
GRDC_4231100,73000430,0.00046666666665373674,-67.3187,45.1354
GRDC_4231601,72043746,0.0006363961030488246,-67.5896,46.4688
GRDC_4231610,72038090,0.00117851130199158,-68.6354,47.5521
GRDC_4231620,72041847,2.512150030195918e-14,-67.6812,46.7938
GRDC_4231630,72045893,0.0003999999999848569,-66.8312,45.9604
GRDC_4235300,72056991,0.00036666666665041703,-81.9687,42.5438
GRDC_4235301,72056114,0.0024041630560286582,-81.3312,42.9646
GRDC_4236010,72054879,0.0021333333333473092,-79.0437,43.1604
GRDC_4236600,72052283,0.00043333333333350765,-77.7771,44.3729
GRDC_4236700,72052302,0.00046666666668215845,-77.4187,44.2521
GRDC_4243050,72043720,0.0024353872610318153,-78.7229,46.3771
GRDC_4243080,72041710,0.001178511301959023,-75.7521,47.0854
GRDC_4243101,72047811,0.0012000000000114142,-74.3937,45.5688
GRDC_4243150,72049422,0.00289923361520453,-74.7937,45.0021
GRDC_4243151,72047772,0.0004333333333406131,-73.6229,45.4104
GRDC_4243215,72048029,0.0004000000000132787,-74.6896,45.7396
GRDC_4243240,72047908,2.3570226065455516e-05,-73.2562,45.4021
GRDC_4243270,72045931,0.001266666666680294,-72.4521,45.8604
GRDC_4243290,72048069,0.0004333333333477185,-71.3854,45.5813
GRDC_4243300,72043734,0.001744196726909756,-72.6812,46.6146
GRDC_4243301,72034349,0.001338739041849672,-74.0646,48.3396
GRDC_4243330,72042129,0.0004000000000203841,-71.8771,46.85209999999999
GRDC_4243360,72041723,0.0011785113019714831,-71.2146,46.5896
GRDC_4243370,72042117,0.0006363961030940431,-70.7562,46.8229
GRDC_4243400,72034266,0.0017679240808017899,-71.6354,48.5771
GRDC_4243410,72034278,0.0018149074050303562,-71.8396,48.7563
GRDC_4243580,72031183,0.00046666666665373674,-68.7187,49.5563
GRDC_4243605,72031146,0.0021116081286247654,-68.3479,49.3354
GRDC_4243800,72028410,0.0012020815279917198,-66.1896,50.3521
GRDC_4243910,72027029,2.357022607047981e-05,-64.5812,50.6896
GRDC_4244450,72012029,0.001266666666666083,-60.9812,54.627100000000006
GRDC_4244460,72014918,0.0003666666666717333,-61.4312,54.1313
GRDC_4244500,72017637,0.0012333333333458543,-60.7937,53.2521
GRDC_4244610,72020931,0.0012999999999863119,-61.3271,52.2313
GRDC_4244635,72026929,0.000589255651008351,-61.7146,50.42710000000001
GRDC_4244655,72022321,0.0005892556509983024,-60.1229,51.8479
GRDC_4244730,72031451,0.0012020815280067928,-57.36460000000001,49.23960000000001
GRDC_4244770,72032850,0.001154941075966319,-54.8521,49.0146
GRDC_4351200,75015520,0.0012333333333316434,-104.4479,29.5646
GRDC_4355340,77042513,0.0013186693629748487,-107.9812,25.8896
GRDC_4355450,77043752,0.0006128258770059784,-106.9729,24.9313
GRDC_4355500,77043726,0.0004333333333192968,-106.9521,24.4896
GRDC_4355700,77044436,0.001225651754054663,-106.5979,23.9438
GRDC_4355950,77045761,0.0013000000000147336,-105.8437,22.9979
GRDC_4356050,77046383,0.0005421151989402435,-105.3521,22.4938
GRDC_4356080,77046341,0.0006146362971489862,-105.1521,21.9688
GRDC_4356100,77047083,0.0006128258770507953,-105.1187,21.8271
GRDC_4356200,77047980,0.0021000000000199748,-105.10620000000002,20.9104
GRDC_4356300,77051099,0.0013000000000147336,-103.6187,18.8063
GRDC_4356600,77053841,0.0012492219800924853,-99.6187,16.9313
GRDC_4356700,77054524,0.0005892556509932781,-97.6021,16.2646
GRDC_4356800,77053648,0.0005656854249227981,-95.3354,16.4229
GRDC_4358300,75033345,0.0018149074050404048,-98.5604,21.9688
GRDC_4358600,75035607,0.00040000000000617325,-97.4604,20.5521
GRDC_4358800,75036641,0.0011549410759311488,-97.0312,20.0646
GRDC_4359050,75037476,0.0006599663291042315,-96.3687,19.3563
GRDC_4359220,75039100,0.001202081528011817,-96.0854,18.1646
GRDC_4359320,75039086,0.0011549410759336613,-95.13960000000002,17.8771
GRDC_4359500,75040583,0.002033333333340437,-94.8729,17.4438
GRDC_4362600,75040431,0.0013283239229948903,-91.4896,17.4354
GRDC_4363500,77055077,0.000636396103105348,-92.1437,14.6854
GRDC_4873250,75049788,0.0029227080289210314,-84.4896,10.5521
GRDC_4873280,75049778,0.0029227080289210314,-84.2271,10.6771
GRDC_4874730,77057384,0.0020666666666429023,-83.4687,8.9604
GRDC_4874750,77057267,4.019437353071135e-14,-83.2771,9.0854
GRDC_4876800,75050200,0.001767766952957074,-82.6062,9.5063
GRDC_4997050,75050168,7.071067811723388e-05,-82.5312,9.2813
GRDC_5101100,56013162,0.0005892556510259359,145.6104,-16.8021
GRDC_5101130,56021340,0.00036666666668239145,145.9438,-17.9937
GRDC_5101161,56024493,0.0005421151988900005,146.1438,-18.6354
GRDC_5101201,56028763,0.0006363961031116785,147.3938,-19.6396
GRDC_5101301,56062035,0.0003999999999777515,150.1104,-23.0896
GRDC_5101381,56089036,0.001767766953012492,152.4979,-25.9521
GRDC_5109200,56007568,0.00039999999995643526,142.3771,-15.952099999999998
GRDC_5202070,56139453,2.35702260478705e-05,152.7104,-31.0062
GRDC_5202102,56150073,0.0017913371790603623,151.4063,-32.6604
GRDC_5204102,56161566,2.357022604535831e-05,146.5479,-34.7562
GRDC_5204103,56163911,0.001154941075931149,148.1021,-35.0729
GRDC_5204104,56161589,0.00043333333336192936,148.5729,-35.0021
GRDC_5204181,56121372,0.0013072447701232787,149.8479,-29.4271
GRDC_5204250,56133107,0.0028991378028103572,145.1063,-30.5146
GRDC_5204253,56154504,3.0145791378209904e-14,142.0604,-32.9646
GRDC_5204255,56127092,0.00043333333330508594,145.9396,-30.0854
GRDC_5204302,56158381,0.00046666666663242046,148.9354,-33.9812
GRDC_5204401,56150314,0.000636396103073946,149.0771,-32.6312
GRDC_5204402,56154917,0.00046666666671058016,149.4313,-33.1312
GRDC_5222500,44048910,0.0021333333333473092,100.96880000000002,4.8229
GRDC_5222700,44049881,0.0012333333333272023,101.1438,4.1354
GRDC_5223600,44049372,0.001233333333340525,102.13960000000002,4.1896
GRDC_5226800,44050659,0.0029666666666656742,101.6813,2.8479000000000005
GRDC_5231700,52005805,0.0006146362971572711,117.5938,5.3021
GRDC_5302229,56170057,7.071067812602643e-05,148.3563,-37.6562
GRDC_5304140,56161516,0.00040000000003459496,143.3438,-34.8479
GRDC_5410100,56108190,0.00210000000002708,140.8396,-27.7021
GRDC_5607450,56043631,0.0005421151989226083,116.1563,-21.3354
GRDC_5608024,56020307,0.0005892556509681564,125.5771,-18.2104
GRDC_5654140,52000237,0.0005421151989226584,120.72709999999998,17.6188
GRDC_5654550,52001535,0.0012333333333316434,121.0896,14.6438
GRDC_5657500,52002825,0.0011785113019733924,122.6729,10.9354
GRDC_5708145,56003628,2.3570226040911865e-05,130.7354,-13.8312
GRDC_5709100,56005324,0.002481039208802554,134.4146,-14.6937
GRDC_5864110,57000644,0.0012000000000114142,176.9938,-38.0062
GRDC_5864121,57001771,0.0006363961030588731,175.8063,-39.8104
GRDC_5864500,57001751,0.0013186693629753876,176.9271,-39.7187
GRDC_5865300,57000414,0.001131370849910912,175.1438,-37.6521
GRDC_5865301,57000917,0.002333452377902632,176.0854,-38.6646
GRDC_5868050,57004385,0.0005892556509782052,169.3229,-45.1979
GRDC_5868100,57005240,0.0003999999999990678,169.7438,-46.2354
GRDC_5868200,57003890,0.0005656854249428953,169.7271,-44.4729
GRDC_5868300,57004996,0.003995135931507108,168.9563,-46.0896
GRDC_5869401,57004696,0.000565685424937871,167.6854,-45.4771
GRDC_5870111,57002381,0.002933333333331234,173.9604,-41.4354
GRDC_6111100,23025918,0.0006363961030626666,-8.3771,42.0813
GRDC_6113050,23029966,0.0004333333333406131,-8.3771,39.4604
GRDC_6116200,23032111,0.0006128258770248195,-7.6354,37.8146
GRDC_6128100,21006206,0.0017207879332136876,2.3563,43.2104
GRDC_6139370,21003307,0.00036666666667173336,4.7896,45.3063
GRDC_6140250,23013605,0.0013072447700759903,14.0896,49.9604
GRDC_6140300,23015080,0.0004666666666679475,14.1396,49.30630000000001
GRDC_6140400,23010637,0.0013186693630042152,14.2313,50.78959999999999
GRDC_6142110,22017242,0.0011549410759361734,16.8604,48.7979
GRDC_6142150,22019636,0.001791337178992534,16.9396,48.60629999999999
GRDC_6142200,22022144,0.001266666666666083,17.1104,48.13960000000001
GRDC_6142551,22015734,0.000589255650978155,18.7854,49.2979
GRDC_6142620,22022327,0.002105020453845704,17.8854,48.1604
GRDC_6142660,22019908,0.001767766952954813,18.6479,48.4104
GRDC_6142680,22017581,0.0011785113019765073,19.6021,49.0854
GRDC_6157100,24037745,0.0012256517540697363,18.3313,49.9229
GRDC_6158100,24038256,0.0006363961030688714,20.7313,49.2896
GRDC_6212500,23025958,0.003627058802329183,-5.5562,42.3646
GRDC_6227800,21011070,0.0004000000000055071,1.9479,41.4688
GRDC_6229500,24018690,0.0005892556509857667,12.3729,58.3646
GRDC_6233170,24023655,0.0003666666666717333,13.5063,56.4938
GRDC_6233221,24013175,0.00040000000000617325,17.0771,61.2146
GRDC_6233401,24008639,0.0011549410759286371,17.3896,62.5229
GRDC_6233551,24009746,0.00043333333333350765,16.9563,62.3646
GRDC_6233690,24004748,0.001266666666666083,20.8521,64.7479
GRDC_6233710,24003669,0.0017206265008915791,21.2104,65.5313
GRDC_6233750,24003653,0.0037954651303288055,21.6688,65.8146
GRDC_6233780,24003088,0.0028944391128210138,21.9646,66.0188
GRDC_6242100,22022190,2.357022604990535e-05,14.2938,48.3146
GRDC_6242250,22022372,0.00046666666665373674,14.4271,48.0438
GRDC_6242401,22019542,0.0011313708499058879,15.4604,48.3813
GRDC_6242500,22022155,0.0012256517540546632,16.3813,48.2521
GRDC_6243030,22027764,2.357022603028544e-05,11.3979,47.2771
GRDC_6243850,22019700,0.00133873904187046,13.4396,48.4396
GRDC_6246600,22030073,0.00039999999999196234,15.6354,46.7104
GRDC_6246610,22027639,0.001225651754042756,15.3229,47.2688
GRDC_6246611,22027631,0.0004666666666715002,15.3188,47.1646
GRDC_6246612,22027662,0.0011313708498883028,15.2813,47.4104
GRDC_6335020,23007610,0.001202081528015585,6.3896,51.7563
GRDC_6335050,23009171,0.0013000000000049639,6.7688,51.2313
GRDC_6335060,23010621,0.0029666666666701147,6.968799999999999,50.9396
GRDC_6335070,23012076,0.00036666666666462794,7.393799999999999,50.4438
GRDC_6335100,23012087,0.0013072447700754016,7.7646,50.0854
GRDC_6335115,23013702,0.00043333333332906676,7.9104,49.9104
GRDC_6335150,23012094,4.7140452083180224e-05,8.2771,50.0063
GRDC_6335170,23014862,0.0003999999999972914,8.4521,49.3271
GRDC_6335180,23013530,0.002464187943765076,8.3813,49.63539999999999
GRDC_6335200,23014875,0.002133333333336651,8.3063,49.03960000000001
GRDC_6335240,23013490,0.0024810392087935805,9.2271,49.7188
GRDC_6335301,23013515,0.0017207879332255937,10.2229,50.0313
GRDC_6335302,23012105,0.001154941075928637,9.6021,50.0104
GRDC_6335303,23013535,0.0012492219800949974,10.7563,49.9313
GRDC_6335304,23012100,0.001370320319398423,8.6729,50.1063
GRDC_6335400,23018525,3.768218307188042e-15,7.7979,47.5604
GRDC_6335500,23013503,0.0012020815280130732,9.9229,49.797900000000006
GRDC_6335600,23014929,0.002118699810937357,9.0021,49.4313
GRDC_6335601,23014939,0.002066666666657113,9.1646,49.0729
GRDC_6335602,23016344,0.0005185449728710198,9.4188,48.7063
GRDC_6336050,23012172,4.7140452087576474e-05,7.1688,50.1479
GRDC_6336800,23013579,0.0004666666666715002,6.3688,49.4729
GRDC_6336900,23014994,0.0005656854249472917,6.6438,49.4104
GRDC_6337100,23005931,0.0013703203194012315,8.8646,52.1813
GRDC_6337200,23004332,0.0011785113019777635,9.1229,52.9646
GRDC_6337250,23004456,0.00040000000000617325,9.3813,52.7896
GRDC_6337400,23009189,0.0012256517540559194,9.6396,51.4313
GRDC_6337507,23009303,0.0005676462121897912,9.4688,51.2271
GRDC_6337514,23007640,0.0024353872610053382,9.5146,51.97709999999999
GRDC_6337515,23004334,0.0004333333333264022,9.2104,52.8521
GRDC_6337516,23007648,0.0005892556509970462,9.4396,51.64790000000001
GRDC_6337517,23004338,0.004557289642858459,9.1188,52.5938
GRDC_6337518,23005930,0.0017677669529684791,8.9229,52.2521
GRDC_6337519,23007649,0.001266666666666083,9.5188,51.6271
GRDC_6338100,23004435,0.00036666666666196335,7.2313,52.73960000000001
GRDC_6338110,23004516,0.0012333333333369723,7.2479,52.5979
GRDC_6338130,23006078,0.0017677669529734534,7.4354,52.28960000000001
GRDC_6340110,23002989,0.0011785113019764572,10.8896,53.2354
GRDC_6340120,23009185,0.0017441967269307072,13.7354,51.0604
GRDC_6340130,23007628,0.0011078006238580173,12.6438,51.8563
GRDC_6340140,23007620,0.0006363961030589234,11.8854,51.9938
GRDC_6340150,23002993,0.0017913371790088633,11.7521,52.9896
GRDC_6340160,23004327,0.0004333333333281786,11.9854,52.5521
GRDC_6340170,23007622,0.0012866839376978946,12.0563,51.86039999999999
GRDC_6340190,23007637,0.00043333333332462587,13.010400000000002,51.5604
GRDC_6340300,23007689,0.0021116081286296448,11.772899999999998,51.8771
GRDC_6340301,23007700,0.002033333333336884,11.9479,51.5188
GRDC_6340501,23004367,0.004633333333323719,12.3229,52.6063
GRDC_6340600,23007729,0.0021377558326337257,12.5771,51.5896
GRDC_6340611,23004404,0.00043333333333350765,13.4104,52.5146
GRDC_6342500,22017167,0.0006363961030601543,11.4229,48.7563
GRDC_6342510,22019880,0.0006128258770361242,10.889600000000002,48.4104
GRDC_6342600,22017150,0.00039999999999196234,12.139599999999998,49.0229
GRDC_6342800,22019574,0.00043333333333706037,13.1146,48.6771
GRDC_6342900,22019568,0.0005676462122096104,13.5021,48.5813
GRDC_6342910,22017153,4.4213653661265876e-15,12.014599999999998,48.9479
GRDC_6342920,22017138,0.0006599663291067435,12.7438,48.8813
GRDC_6342925,22019826,0.0004333333333264022,12.6979,48.6771
GRDC_6343100,22022331,0.0012666666666589776,12.2229,48.0646
GRDC_6343500,22022456,0.0004000000000043969,12.8354,48.1604
GRDC_6343900,22019694,4.714045208755135e-05,13.4438,48.5604
GRDC_6348400,21002532,0.0003999999999990678,9.7229,45.0604
GRDC_6348500,21002523,0.0011549410759324052,10.5438,44.9104
GRDC_6348800,21003370,0.00043333333333350765,11.5979,44.8896
GRDC_6349500,21002604,0.001286683937703693,11.8063,45.1229
GRDC_6357010,24032637,2.357022605289479e-05,14.1396,52.8604
GRDC_6357500,24033574,0.0005892556510083259,14.689600000000002,52.15209999999999
