stationid,coverage_95,coverage_50,kge,nse,nrmse,kge_median,nse_median,ci_width_95,ci_width_50,relative_ci_width_95,mean_qobs
Brazil_66895000,0.8979591836734694,0.5816326530612245,0.4511360123746344,-0.2306973484475452,0.36513025129953514,0.4545074382134252,-0.2953277157442076,2459.0819614828238,1451.5852596971379,1.1870267778990753,2071.631413265306
Brazil_67100000,0.7467105263157895,0.46381578947368424,0.018370635861618245,-1.7780580155500947,0.5274745840409356,0.03716786789901372,-1.8846531745460298,3644.0546710949297,2197.9573566940603,1.4853158024170452,2453.387128289474
Brazil_70700000,0.4383561643835616,0.3424657534246575,0.011646709743800998,-0.6724263743908159,0.9759132815105722,0.03764130917950126,-0.6228879921796318,217.9448632071687,123.79853901992973,1.9282995079402572,113.02438356164384
Brazil_72980000,0.9508196721311475,0.8360655737704918,0.14565198179129635,-0.0376199698391988,0.8866417725551532,0.10088837247478166,-0.09681465739585282,234.309281641,123.24074137598534,2.6221593491049022,89.35737704918033
Brazil_73600000,0.8598130841121495,0.794392523364486,0.020888410924636336,-0.018286718539310742,0.8958400029934744,0.028291716421744773,-0.08027646373750974,105.82587015744757,89.55090024478979,2.14351414242627,49.37026915887851
Brazil_73850000,0.4084507042253521,0.28169014084507044,0.003760408956937411,-0.4715284385072298,0.9451042799987143,-0.0643819425429335,-0.6831588018742143,246.96714524882256,200.21394372615833,1.9224640562093502,128.4638557746479
Brazil_74040080,0.26666666666666666,0.13777777777777778,0.2475810482926506,0.09402173111587075,0.6116122014207445,0.24253339697506515,0.08549369243583416,541.0546627838959,280.02876030033997,0.5054379761504567,1070.4669777777779
Brazil_74270000,0.9289617486338798,0.8907103825136612,-0.07265100040216388,-0.06118359296300091,1.0621513957033197,-0.03996019292543962,-0.10141827324883446,230.20947472632864,198.40000673384887,2.021161969747691,113.89956775956286
Brazil_76310000,0.8333333333333334,0.5641025641025641,0.533801088455857,0.6121472921599023,1.0326951939758837,0.5449721296974399,0.6241329607178934,299.4924269994422,156.32490685651288,1.254134406630768,238.80409102564101
Brazil_76500000,0.569811320754717,0.3169811320754717,-0.220423927006699,-0.09446750360693024,1.1264785507976123,-0.22319224640891622,-0.09708359508927433,769.7296447338044,415.9145635385447,1.1222281861592678,685.8940581132076
Brazil_76560000,0.8731343283582089,0.47761194029850745,0.6744825290217116,0.6026192590508167,0.720612398189709,0.6883703798864629,0.619646181437676,793.8954692723227,396.8742102649709,1.46876770354493,540.5180597014926
Brazil_77585000,0.36363636363636365,0.2727272727272727,-0.35623826119475455,-0.10628459792937806,1.5496615203000834,-0.5232609650845386,-0.13007528924449807,96.89092675365141,74.43979009657669,0.45625747587141574,212.36019545454548
