stationid,w5_low,w95_high,w10_low,w90_high,w15_low,w85_high,w50,w_low,w_high
Australia_116006,40.26831746566941,84.0040751841849,40.403199162418,82.5230744652725,42.763628855518284,78.41712836359089,56.0372140128225,40.403199162418,82.5230744652725
Australia_204007,51.299715069754114,121.99143563337144,60.98250933999831,115.28483212973994,72.53607682047823,109.41339106990068,91.35278860621132,60.98250933999831,115.28483212973994
Australia_802055,56.2998207744117,154.39080945632776,60.472167504929246,145.00343990547,64.81461075582978,137.230006312473,111.2593428017255,60.472167504929246,145.00343990547
Australia_818035,39.55907086240892,61.31286930169577,42.23104448293792,59.25977935120684,42.94973478518424,57.26335269499282,49.80876599557735,42.23104448293792,59.25977935120684
Brazil_10200000,35.59771258633136,85.46529766980785,38.588923500854925,82.25656741242933,42.18015782565249,80.95106147570681,67.82346340229434,38.588923500854925,82.25656741242933
Brazil_10300000,87.82311236491825,152.4299806829285,91.9681841357646,149.78311562191766,101.19313647429831,145.78653288472617,127.84800318414368,91.9681841357646,149.78311562191766
Brazil_10500000,179.68791819222582,263.6145323503821,183.59172501771803,258.01600831710334,190.2373865637652,253.8938156149372,219.29512015420835,183.59172501771803,258.01600831710334
Brazil_10800000,64.68521170064066,142.2958505733983,66.02916758238297,138.9737932342306,78.0547650345729,134.14342219828677,108.94518548068116,66.02916758238297,138.9737932342306
Brazil_10910000,99.52493460829074,289.55945773323845,111.43107205663921,283.8058616937292,119.78238799068876,273.52901646461385,178.79721894517635,111.43107205663921,283.8058616937292
Brazil_11450000,767.3437247347426,790.0387539581634,770.3206141523965,789.9476293578407,773.5844814037058,788.40561465248,781.6937182695611,770.3206141523965,789.9476293578407
Brazil_12150000,83.14946395306005,147.344545034536,88.65792154008855,140.87758083629,93.3079620279901,134.2966635406595,119.33302036035,88.65792154008855,140.87758083629
Brazil_12180000,68.53451475171798,127.77683384116933,86.93916767464594,121.35745793244322,91.45296454337057,120.104508520965,104.72369784431363,86.93916767464594,121.35745793244322
Brazil_12200000,219.0319140442851,352.6762226085675,263.77919264883457,344.66624720887233,273.992996172288,342.636669459448,332.30308003403064,263.77919264883457,344.66624720887233
Brazil_12230000,65.73193589016428,102.16864281280932,69.16859245207111,98.38837415028864,70.76315358533088,96.06234989238271,83.71862531173173,69.16859245207111,98.38837415028864
Brazil_12240000,335.68459320747525,422.72057184685,363.531325817121,416.2369441898835,380.47241743693746,409.753316532917,407.482552929555,363.531325817121,416.2369441898835
Brazil_12370000,49.80345269419258,103.68359873627492,53.44138114074747,98.547026716806,55.823915704426604,90.29516439510209,70.86492876827536,53.44138114074747,98.547026716806
Brazil_12390000,59.041761030831054,150.42220542504387,64.51315633203991,137.95833927474263,69.31133526795423,129.28300459521103,102.02936033091036,64.51315633203991,137.95833927474263
Brazil_12500000,81.68877994850361,169.01242093415013,94.40912339154721,157.61473985400946,99.16510188798915,153.28295431990392,124.3995712554304,94.40912339154721,157.61473985400946
Brazil_12520000,147.9236173741522,205.5444434708972,152.32285710015154,199.7400732248721,156.24123343748352,193.7007563456953,166.65375769139868,152.32285710015154,199.7400732248721
Brazil_12550000,139.19241655266066,221.13129755364457,143.8846979816394,211.5918093919545,148.26737975885567,203.14406855413725,168.97119821604167,143.8846979816394,211.5918093919545
Brazil_12560000,42.9866697028239,97.77600741375255,47.40144062600791,90.8016336800513,52.37719560846623,88.58300839447104,68.92433520626514,47.40144062600791,90.8016336800513
